A                : an                  Ġavid               Ġcam                per                 <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               uh                 
turn_ids         : 80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (56.283, 56.663)    (56.723, 56.897)    (56.897, 56.995)    (56.995, 57.183)    (57.183, 57.333)    (57.333, 57.733)    (57.733, 58.346)    (58.393, 58.643)    (58.643, 58.853)    (58.853, 58.943)    (58.943, 59.133)    (59.133, 59.623)    (59.623, 60.183)    (60.183, 60.263)    (60.263, 60.653)   
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġand                Ġit                 Ġthe                Ġy                  Ġcamp               Ġused               Ġto                 Ġhave               Ġan                 Ġovernight          Ġevery              Ġso                 Ġoften              <emp>               Ġand               
Timings          : (60.653, 60.833)    (60.833, 60.958)    (61.327, 61.383)    (61.383, 61.633)    (61.633, 62.183)    (62.183, 62.393)    (62.393, 62.483)    (62.483, 62.593)    (62.593, 62.693)    (62.693, 63.083)    (63.083, 63.303)    (63.303, 63.593)    (63.593, 63.867)    (63.947, 64.118)    (64.529, 64.739)   
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               um                  hum                 <ebc>              
Timings          : (60.653, 60.833)    (60.833, 60.958)    (61.327, 61.383)    (61.383, 61.633)    (61.633, 62.183)    (62.183, 62.393)    (62.393, 62.483)    (62.483, 62.593)    (62.593, 62.693)    (62.693, 63.083)    (63.083, 63.303)    (63.303, 63.593)    (63.777, 63.947)    (63.947, 64.118)    (-1.0, -1.0)       
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   3                   3                   3                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   80663243915265      80663243915265      80663243915265     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                  


A                : Ġwe                 'd                  Ġcut                Ġdown               Ġa                  Ġcouple             Ġof                 Ġsa                 plings              Ġor                 Ġyou                Ġnowadays           Ġyou                Ġwouldn             't                 
Timings          : (64.739, 64.879)    (64.879, 65.019)    (65.509, 65.699)    (65.749, 65.979)    (65.979, 66.019)    (66.019, 66.339)    (66.339, 66.419)    (66.419, 66.854)    (66.854, 67.289)    (67.339, 67.809)    (67.839, 68.016)    (68.155, 68.599)    (68.599, 68.669)    (68.669, 68.784)    (68.784, 68.899)   
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (64.739, 64.879)    (64.879, 65.019)    (65.509, 65.699)    (65.749, 65.979)    (65.979, 66.019)    (66.019, 66.339)    (66.339, 66.419)    (66.419, 66.854)    (66.854, 67.289)    (67.339, 67.809)    (67.839, 68.016)    (68.155, 68.599)    (68.599, 68.669)    (68.669, 68.784)    (68.784, 68.899)   
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġcut                Ġdown               Ġsa                 plings              Ġi                  Ġguess              <yield>             <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġand                Ġwe                
Timings          : (68.899, 69.071)    (69.131, 69.369)    (69.369, 69.718)    (69.718, 70.067)    (70.067, 70.164)    (70.164, 70.725)    (-1.0, -1.0)        (70.769, 70.829)    (70.829, 70.889)    (70.889, 70.969)    (70.969, 71.109)    (71.109, 71.199)    (71.199, 71.538)    (71.642, 71.796)    (71.796, 71.891)   
Token Types      : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   1                   1                  
turn_ids         : 80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      80660559560706      0                   0                   0                   0                   0                   0                   80660559560708      80660559560708     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   0                   0                   0                   0                   0                   0                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   0                   0                   0                   0                   0                   0                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               Ġyeah               Ġi                  Ġmean               Ġi                  Ġknow               Ġwhat               Ġyou                Ġmean               <eot>               <emp>              
Timings          : (68.899, 69.071)    (69.131, 69.369)    (69.369, 69.718)    (69.718, 70.067)    (70.067, 70.164)    (70.125, 70.462)    (70.739, 70.769)    (70.769, 70.829)    (70.829, 70.889)    (70.889, 70.969)    (70.969, 71.109)    (71.109, 71.199)    (71.199, 71.538)    (-1.0, -1.0)        (71.796, 71.891)   
Token Types      : 0                   0                   0                   0                   0                   4                   4                   4                   4                   4                   4                   4                   4                   4                   0                  
turn_ids         : 0                   0                   0                   0                   0                   80664317657091      80664317657091      80664317657091      80664317657091      80664317657091      80664317657091      80664317657091      80664317657091      80664317657091      0                  
turn_end_types   : 0                   0                   0                   0                   0                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   2                   2                   2                   2                   2                   2                   2                   2                   2                   0                  


A                : 'd                  Ġlash               Ġthem               Ġup                 Ġwhich              Ġlash               Ġwas                Ġtying              Ġand                Ġwe                 'd                  Ġmake               Ġsort               Ġof                 Ġa                 
Timings          : (71.891, 71.986)    (71.986, 72.386)    (72.386, 72.616)    (72.616, 72.866)    (72.866, 73.166)    (73.396, 73.656)    (73.656, 73.796)    (73.796, 74.406)    (74.656, 74.956)    (74.956, 75.031)    (75.031, 75.106)    (75.106, 75.256)    (75.256, 75.396)    (75.396, 75.456)    (75.456, 75.506)   
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (71.891, 71.986)    (71.986, 72.386)    (72.386, 72.616)    (72.616, 72.866)    (72.866, 73.166)    (73.396, 73.656)    (73.656, 73.796)    (73.796, 74.406)    (74.656, 74.956)    (74.956, 75.031)    (75.031, 75.106)    (75.106, 75.256)    (75.256, 75.396)    (75.396, 75.456)    (75.456, 75.506)   
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġtriangular         Ġthing              Ġand                Ġyou                Ġknow               Ġwith               Ġa                  Ġt                  arp                 Ġover               Ġthe                Ġtop                <yield>             <emp>               <emp>              
Timings          : (75.506, 76.39)     (76.697, 77.217)    (77.458, 77.616)    (77.616, 77.716)    (77.716, 77.856)    (77.856, 78.006)    (78.006, 78.066)    (78.066, 78.241)    (78.241, 78.416)    (78.416, 78.596)    (78.596, 78.666)    (78.666, 79.195)    (-1.0, -1.0)        (79.42, 79.48)      (79.48, 79.63)     
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                  
turn_ids         : 80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      80660559560708      0                   0                  
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   0                   0                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   0                   0                  

B                : <emp>               <emp>               sure                <eint>              <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġthere              Ġyou                Ġgo                
Timings          : (75.506, 76.39)     (76.697, 77.217)    (77.386, 77.71)     (-1.0, -1.0)        (77.716, 77.856)    (77.856, 78.006)    (78.006, 78.066)    (78.066, 78.241)    (78.241, 78.416)    (78.416, 78.596)    (78.596, 78.666)    (78.666, 79.195)    (79.307, 79.42)     (79.42, 79.48)      (79.48, 79.63)     
Token Types      : 0                   0                   5                   5                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                  
turn_ids         : 0                   0                   80665391398915      80665391398915      0                   0                   0                   0                   0                   0                   0                   0                   80661096431621      80661096431621      80661096431621     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1                   1                   1                  
speaker_ids      : 0                   0                   2                   2                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                   2                  


A                : Ġand                Ġum                 Ġsleeping           Ġbag                Ġdug                Ġa                  Ġhole               Ġmade               Ġa                  Ġfire               Ġuh                 Ġthe                Ġold                Ġshovel             Ġwith              
Timings          : (79.956, 80.525)    (80.586, 81.086)    (81.236, 81.676)    (81.676, 82.162)    (82.301, 82.476)    (82.476, 82.556)    (82.556, 82.796)    (82.796, 82.966)    (82.966, 83.016)    (83.016, 83.626)    (84.202, 84.506)    (84.506, 84.593)    (84.593, 84.756)    (84.756, 85.056)    (85.056, 85.186)   
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <eot>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (-1.0, -1.0)        (80.586, 81.086)    (81.236, 81.676)    (81.676, 82.162)    (82.301, 82.476)    (82.476, 82.556)    (82.556, 82.796)    (82.796, 82.966)    (82.966, 83.016)    (83.016, 83.626)    (84.202, 84.506)    (84.506, 84.593)    (84.593, 84.756)    (84.756, 85.056)    (85.056, 85.186)   
Token Types      : 1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 80661096431621      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 1                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġthe                Ġtoilet             Ġpaper              Ġover               Ġit                 Ġso                 Ġthat               Ġi                  Ġthink              Ġthat               's                  Ġreal               Ġlegitimate         Ġcamping            Ġuh                
Timings          : (85.186, 85.256)    (85.256, 85.556)    (85.556, 85.916)    (85.916, 86.196)    (86.196, 86.326)    (86.666, 86.811)    (86.811, 86.999)    (87.123, 87.226)    (87.226, 87.396)    (87.396, 87.481)    (87.481, 87.566)    (87.566, 87.806)    (87.836, 88.396)    (88.436, 88.996)    (89.461, 89.659)   
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (85.186, 85.256)    (85.256, 85.556)    (85.556, 85.916)    (85.916, 86.196)    (86.196, 86.326)    (86.666, 86.811)    (86.811, 86.999)    (87.123, 87.226)    (87.226, 87.396)    (87.396, 87.481)    (87.481, 87.566)    (87.566, 87.806)    (87.836, 88.396)    (88.436, 88.996)    (89.461, 89.659)   
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġjust               Ġrecently           Ġuh                 Ġmy                 Ġhusband            Ġand                Ġi                  Ġand                Ġour                Ġkids               Ġjoined             Ġa                  Ġfriend             Ġwhose              Ġparents           
Timings          : (89.729, 89.94)     (89.94, 90.737)     (90.824, 91.061)    (91.061, 91.23)     (91.23, 91.58)      (91.58, 91.72)      (91.72, 91.86)      (91.86, 92.12)      (92.12, 92.23)      (92.23, 92.721)     (92.774, 93.243)    (93.243, 93.33)     (93.33, 93.745)     (93.79, 94.034)     (94.087, 94.47)    
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (89.729, 89.94)     (89.94, 90.737)     (90.824, 91.061)    (91.061, 91.23)     (91.23, 91.58)      (91.58, 91.72)      (91.72, 91.86)      (91.86, 92.12)      (92.12, 92.23)      (92.23, 92.721)     (92.774, 93.243)    (93.243, 93.33)     (93.33, 93.745)     (93.79, 94.034)     (94.087, 94.47)    
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġhas                Ġone                Ġof                 Ġthe                Ġhave               Ġone                Ġof                 Ġthese              Ġbig                Ġsilver             Ġbullet             Ġtrailers           Ġthat               <emp>               <emp>              
Timings          : (94.47, 94.701)     (94.701, 94.86)     (94.86, 94.965)     (95.022, 95.202)    (95.202, 95.51)     (95.51, 95.671)     (95.671, 95.76)     (95.82, 96.149)     (96.755, 96.91)     (97.023, 97.504)    (97.574, 97.881)    (97.881, 98.41)     (98.41, 98.553)     (98.567, 98.735)    (98.735, 98.903)   
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               Ġum                 hum                
Timings          : (94.47, 94.701)     (94.701, 94.86)     (94.86, 94.965)     (95.022, 95.202)    (95.202, 95.51)     (95.51, 95.671)     (95.671, 95.76)     (95.82, 96.149)     (96.755, 96.91)     (97.023, 97.504)    (97.574, 97.881)    (97.881, 98.41)     (98.41, 98.553)     (98.567, 98.735)    (98.735, 98.903)   
Token Types      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   3                   3                  
turn_ids         : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   80663243915268      80663243915268     
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   2                   2                  


A                : Ġstay               Ġparked             Ġin                 Ġup                 state               Ġnew                Ġy                  ork                 Ġand                Ġi                  Ġchuckled           Ġwhen               Ġi                  Ġgot                Ġthere             
Timings          : (98.93, 99.141)     (99.141, 99.905)    (100.29, 100.44)    (100.44, 100.641)   (100.641, 100.84)   (100.84, 100.9)     (100.9, 101.171)    (101.171, 101.441)  (102.058, 102.548)  (103.255, 103.361)  (103.461, 104.041)  (104.041, 104.161)  (104.161, 104.241)  (104.241, 104.501)  (104.561, 104.761) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <ebc>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>               <emp>              
Timings          : (-1.0, -1.0)        (99.141, 99.905)    (100.29, 100.44)    (100.44, 100.641)   (100.641, 100.84)   (100.84, 100.9)     (100.9, 101.171)    (101.171, 101.441)  (102.058, 102.548)  (103.255, 103.361)  (103.461, 104.041)  (104.041, 104.161)  (104.161, 104.241)  (104.241, 104.501)  (104.561, 104.761) 
Token Types      : 3                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_ids         : 80663243915268      0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 2                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  


A                : Ġthere              Ġwas                Ġa                  Ġmicrowave          Ġoven               <emp>               Ġand                Ġa                  Ġgas                Ġburner             Ġstove              Ġand                <emp>               Ġfive               Ġbunk              
Timings          : (104.761, 104.881)  (104.881, 104.991)  (104.991, 105.041)  (105.041, 105.571)  (105.671, 106.111)  (106.567, 106.777)  (106.751, 106.951)  (106.951, 107.011)  (107.051, 107.381)  (107.464, 107.781)  (107.781, 108.541)  (108.541, 108.823)  (108.738, 109.02)   (108.928, 109.311)  (109.311, 109.659) 
Token Types      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  
turn_ids         : 80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710      80660559560710     
turn_end_types   : 2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                   2                  
speaker_ids      : 1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                   1                  

B                : <emp>               <emp>               <emp>               <emp>               <emp>               Ġum                 hum                 <ebc>               <emp>               <emp>               <emp>               Ġum                 hum                 <ebc>               <emp>              
Timings          : (104.761, 104.881)  (104.881, 104.991)  (104.991, 105.041)  (105.041, 105.571)  (105.671, 106.111)  (106.567, 106.777)  (106.777, 106.987)  (-1.0, -1.0)        (107.051, 107.381)  (107.464, 107.781)  (107.781, 108.541)  (108.455, 108.738)  (108.738, 109.02)   (-1.0, -1.0)        (109.311, 109.659) 
Token Types      : 0                   0                   0                   0                   0                   3                   3                   3                   0                   0                   0                   3                   3                   3                   0                  
turn_ids         : 0                   0                   0                   0                   0                   80663243915269      80663243915269      80663243915269      0                   0                   0                   80663243915270      80663243915270      80663243915270      0                  
turn_end_types   : 0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                  
speaker_ids      : 0                   0                   0                   0                   0                   2                   2                   2                   0                   0                   0                   2                   2                   2                   0                  
